Date,annualized_return,annualized_portfolio_volatility,sharpe_ratio,sortino_ratio,information_ratio,treynor_ratio,alpha,portfolio_beta
2024-06-01,0.5643207865825779,0.17435100359529573,2.9972271731825337,3.092073997933706,1.1189194766559416,0.0014302289815066697,0.28648947967729693,1.2303399653125102
2024-06-02,0.568280447157181,0.17435079421516494,3.0993674094267036,3.07658336116865,1.1846398962182938,0.001468494886824393,0.30017222629933443,1.228753802247786
2024-06-03,0.568280447157181,0.17435079421516494,3.0993674094267036,3.07658336116865,1.1846398962182938,0.001468494886824393,0.30017222629933443,1.228753802247786
2024-06-04,0.5829661594676174,0.17423819727070927,3.186719556860903,3.07658336116865,1.1877352030185586,0.0014984350700794622,0.31464230393841147,1.2288883096368437
2024-06-05,0.5825382729028035,0.174258900364485,3.1757639477377984,3.0797523644247464,1.221970069512881,0.0014943722756169768,0.3140557797375912,1.2291738024930292
2024-06-06,0.6237514583393617,0.17617378397987066,3.4176735627074213,3.060341394565074,1.2117511739854054,0.001575928178727409,0.3358826503514961,1.241026164136595
2024-06-07,0.6238275303086567,0.17617565965448734,3.4072062386581354,3.063993973361584,1.2525723871826178,0.0015691582719264622,0.3435896334858805,1.2435611046462747
2024-06-08,0.5965840617499276,0.17618819438138333,3.393838077708115,3.069064322894616,1.2617519391109038,0.001564699469226845,0.3448394714849219,1.243542315787925
2024-06-09,0.6030583820714328,0.175938740105618,3.2611550104475984,3.075694226320554,1.2109655579583316,0.001520801469222505,0.33440488729837287,1.2407868718619266
2024-06-10,0.6030583820714328,0.175938740105618,3.2611550104475984,3.075694226320554,1.2109655579583316,0.001520801469222505,0.33440488729837287,1.2407868718619266
2024-06-11,0.61765318903235,0.17580769927735262,3.347570560535515,3.075694226320554,1.2129731743834482,0.001548695643295153,0.34632904763791206,1.2416708919024926
2024-06-12,0.6122544426392154,0.1757598548392914,3.3858070265645157,3.055932917470722,1.2945479319376105,0.001554934564168323,0.3584587648313867,1.246903222795377
2024-06-13,0.6088629950544195,0.1758383714017977,3.4123406312314866,3.055932917470722,1.2687524387968525,0.0015669767434248493,0.35177219057662756,1.2449136158205587
2024-06-14,0.6324133362622211,0.17626392755084683,3.465899424215463,3.0499373062813433,1.29297995333194,0.0015793814006187204,0.3767300724951498,1.2516960584114953
2024-06-15,0.6318859835393342,0.17626455087352322,3.459007753808243,3.0463870459548112,1.2531212494319608,0.0015745458779828033,0.37001281175279743,1.2536962820437048
2024-06-16,0.64440264430099,0.17662527423954213,3.4537697627233324,3.0512875446431105,1.2058588038216846,0.0015712403750981563,0.36088399125593995,1.2568254159424674
2024-06-17,0.64440264430099,0.17662527423954213,3.4537697627233324,3.0512875446431105,1.2058588038216846,0.0015712403750981563,0.36088399125593995,1.2568254159424674
2024-06-18,0.6593553072321687,0.17649211498484488,3.5419269607301676,3.0512875446431105,1.2068591776864608,0.0015996045774067684,0.36518159694274227,1.2570407535204993
2024-06-19,0.6604740864947847,0.17613415136080862,3.5551653615782333,3.0512875446431105,1.207900137012199,0.001601938759617136,0.3637407858973524,1.256784596815572
2024-06-20,0.6629520220215381,0.17632757546365913,3.6246776625956754,3.039656902820066,1.2158092971207395,0.0016260560437800844,0.36679929320463317,1.2569515728353913
2024-06-21,0.668372067498648,0.17633293883356604,3.619518896177189,3.041456123555263,1.2484286807392047,0.0016237535403459131,0.3757788815305041,1.257443313201336
2024-06-22,0.6524791621616515,0.17750596130242532,3.4454148166518124,2.9979980094258156,1.2202376914416293,0.0015643766836194515,0.33779229067816574,1.2647244046886237
2024-06-23,0.634487725865277,0.17748328867058952,3.5570709248825167,2.9898473635487646,1.2671889714829467,0.0016039859708854678,0.34915444296108805,1.2627607855001004
2024-06-24,0.634487725865277,0.17748328867058952,3.5570709248825167,2.9898473635487646,1.2671889714829467,0.0016039859708854678,0.34915444296108805,1.2627607855001004
2024-06-25,0.618865569771033,0.17737947593440512,3.4678704911723024,3.0008311159449987,1.2695979135700073,0.0015718763844074057,0.33918383450547446,1.2640834355965567
2024-06-26,0.6329143161162223,0.17710038426091115,3.4118361036670177,3.0008311159449987,1.2686761578819628,0.001548591783627121,0.3399450848731142,1.2662451368337069
2024-06-27,0.6367382703564994,0.177051796674232,3.445299407283836,2.9907078912994125,1.2921946611371404,0.0015599149348148851,0.3426784001046354,1.2659095328349943
2024-06-28,0.6068280159159476,0.1771915661781765,3.399255963289486,2.997181195471204,1.3454965465375686,0.0015427244444478736,0.34028045947103025,1.2680718041372736
2024-06-29,0.590172735047918,0.17701352015454647,3.236330063930596,3.0206815582775333,1.3541721044705668,0.0014820038050404752,0.3361803365574893,1.2718003748341469
2024-06-30,0.5884064405008489,0.17734669961897323,3.2006079892836805,3.0206815582775333,1.3311923799023664,0.0014718726861564842,0.331445675560275,1.2717928811092014
2024-07-01,0.5884064405008489,0.17734669961897323,3.2006079892836805,3.0206815582775333,1.3311923799023664,0.0014718726861564842,0.331445675560275,1.2717928811092014
2024-07-02,0.5850553297963628,0.1769976134755993,3.186967190561923,3.0228550950016237,1.3340875373801966,0.0014659224440824036,0.32515123635782356,1.2710291475376823
2024-07-03,0.6100885409293753,0.17701299000171825,3.2006601056953987,3.0228550950016237,1.305706000162143,0.0014715779206891087,0.3147769819939578,1.2702791044926993
2024-07-04,0.6318045600954874,0.1771572537631126,3.321814922863305,3.0228550950016237,1.3081971077768133,0.0015104803146182393,0.32944485639425175,1.273012928015027
2024-07-05,0.6388063352720219,0.17704211047337468,3.4458011841313945,3.0062823388642106,1.338773497564974,0.0015526911802667056,0.33701118950909564,1.271884598552475
2024-07-06,0.6504441128439551,0.17750338144482733,3.6067063749813393,2.9984023453496245,1.343190212096172,0.0016050225968872243,0.3529319714900061,1.274994966539212
2024-07-07,0.6402105993018685,0.17775130618564347,3.5404453345519293,2.9984023453496245,1.30344266168738,0.0015854836406746073,0.34451981316181063,1.274509920206116
2024-07-08,0.6402105993018685,0.17775130618564347,3.5404453345519293,2.9984023453496245,1.30344266168738,0.0015854836406746073,0.34451981316181063,1.274509920206116
2024-07-09,0.6380256252596153,0.17739381953702896,3.5340577322681166,2.9983066753189527,1.3054580128924616,0.0015811463141357795,0.34205225721020655,1.2744122549241639
2024-07-10,0.5999880272538887,0.177428483868451,3.4085660683118166,3.009504633798355,1.3045536199187062,0.0015389117357852583,0.329553619419502,1.2750518888810285
2024-07-11,0.5988352276593192,0.17678719363535741,3.327677854494512,3.0206516610057137,1.228264190300703,0.0015176822052124556,0.31035406963181145,1.266663907143067
2024-07-12,0.5797807009488674,0.17764636785429075,3.071382746465075,3.000523785773104,1.232860175011852,0.0014275113221757538,0.2940691568232843,1.2731940536350694
2024-07-13,0.570053033287576,0.177568377057675,3.093850504787889,2.9980076435365812,1.2764921115670649,0.0014401852216174966,0.2882889780292525,1.2684678092916755
2024-07-14,0.5776889104032419,0.17792690668694305,3.0755710500692923,2.9980076435365812,1.2889025844891706,0.0014352401051745123,0.2907585214824112,1.2691251276874354
2024-07-15,0.5776889104032419,0.17792690668694305,3.0755710500692923,2.9980076435365812,1.2889025844891706,0.0014352401051745123,0.2907585214824112,1.2691251276874354
2024-07-16,0.5724684452498137,0.17759456927861525,3.051146994591406,3.0037529476649825,1.2924710939814419,0.001425843068856412,0.2825080835840123,1.268120158988156
2024-07-17,0.5622433284543769,0.17754089170110735,3.076939853972193,2.9973284193954806,1.3835302678552295,0.0014318082496855653,0.28760008049291885,1.270525668149265
2024-07-18,0.5308914443735382,0.18106173586098948,2.6662128346381126,2.8278728616090985,1.3657634293667327,0.0012848745630156615,0.24638277767838657,1.290199820988274
2024-07-19,0.5449811150775559,0.18035688196018265,2.8394259192311595,2.831658561824847,1.4376788317328333,0.0013573089402157076,0.27986042352135276,1.2768994230069133
2024-07-20,0.5356999263304791,0.18030969823332635,2.853147546904425,2.830132025452193,1.4894547131509583,0.0013656830142464008,0.2945864650005148,1.2734257872223596
2024-07-21,0.5382703985625721,0.1806761804639342,2.8388554908930876,2.830132025452193,1.5094002965012756,0.0013616646022955124,0.29798611955734916,1.2743158203733784
2024-07-22,0.5382703985625721,0.1806761804639342,2.8388554908930876,2.830132025452193,1.5094002965012756,0.0013616646022955124,0.29798611955734916,1.2743158203733784
2024-07-23,0.5575389371548871,0.18072818072447308,2.9464756271765173,2.830132025452193,1.5132022125857953,0.001400868503196239,0.30190486179452214,1.2740047687869733
2024-07-24,0.539464180601136,0.180774681119589,3.0011377536760357,2.8244714763262837,1.5481899439561122,0.0014213276968578269,0.3189396724943686,1.2733124404758385
2024-07-25,0.4545869782532461,0.18572646279066216,2.402251628265763,2.573523803391913,1.422574600945311,0.001199764849167157,0.25412418197592807,1.3017097263664767
2024-07-26,0.4205018852850275,0.1858829668519655,2.2218319632464505,2.582496570516852,1.2901490707256504,0.001120741735058874,0.2171104372112433,1.3140363132496158
2024-07-27,0.46207155280042556,0.18644769699270686,2.2719714248778646,2.582496570516852,1.2795472673871695,0.001138840825585186,0.22513834396507715,1.3183454210389651
2024-07-28,0.45823890090875596,0.1865341250407705,2.355038075589372,2.571459246331853,1.372917269429771,0.0011700688673755943,0.24189961297750706,1.3191259011721228
2024-07-29,0.45823890090875596,0.1865341250407705,2.355038075589372,2.571459246331853,1.372917269429771,0.0011700688673755943,0.24189961297750706,1.3191259011721228
2024-07-30,0.45192312665738,0.1862043867810078,2.3239385170092324,2.5787889983029055,1.3771650826139754,0.0011568788016651358,0.23521084745697912,1.318987550232538
2024-07-31,0.46527089881317796,0.18638586158936063,2.2325152592627533,2.590482480066858,1.333128846251866,0.0011210399506696588,0.22192167399732743,1.321208914752311
2024-08-01,0.5055295723544324,0.18806510436998888,2.6018734353620916,2.59034998196827,1.361418271383132,0.0012540158753070344,0.24458058006063532,1.3355077964749358
2024-08-02,0.5193197679164054,0.18822085716256234,2.6417410363461564,2.59034998196827,1.3094087411602564,0.001296243607415201,0.2755935587166234,1.3077121172800295
2024-08-03,0.47242031594626166,0.18903004023968656,2.4933609460407946,2.585712461989861,1.2658625041578973,0.0012519358122210058,0.27169059408392965,1.3003896609106964
2024-08-04,0.48844817301979604,0.18892563031746726,2.3847446013112616,2.589604945460714,1.2201835973364188,0.0012114842294163426,0.2642193070128022,1.2986997396826914
2024-08-05,0.48844817301979604,0.18892563031746726,2.3847446013112616,2.589604945460714,1.2201835973364188,0.0012114842294163426,0.2642193070128022,1.2986997396826914
2024-08-06,0.4433302038219473,0.19091799628473372,2.1247618550848735,2.530930130699224,1.2239493397572163,0.0011363422676954472,0.2686883499982424,1.2783984261964676
2024-08-07,0.5013236941608428,0.1930229111865735,2.42037162441649,2.51229411688285,1.2750556065049774,0.0012546547266369743,0.30702284411369735,1.288956085666784
2024-08-08,0.4886568932094826,0.19313708281099873,2.4019254089862816,2.5111440514811934,1.2881516621210272,0.0012473223968738718,0.3047150599309626,1.289625436093548
2024-08-09,0.5412129750387265,0.1949873150154517,2.617773137494055,2.5046670116497003,1.3111791861088808,0.0013433003037210906,0.31647690995181454,1.2870370625552825
2024-08-10,0.549073656111202,0.1951122759693234,2.7656608455709955,2.4933330357433694,1.3626636919477508,0.0013996121037496466,0.3365617432572805,1.2878654198160255
2024-08-11,0.5740818032307051,0.19543677733881526,2.716797942904469,2.4951890234791034,1.3586620795193896,0.0013823371737854855,0.33569599727182986,1.28826841157596
